start,end,text
2247920,2254720," are they a thing yeah they are um I've only gotten eight oh maybe it's because we didn't"
2254720,2259440," talk about them guys so if you want to send a message into the show the way to do it is through"
2259440,2264560," merch messages not twitch bits not super chats nothing like that you want to send a merch message"
2264560,2270080," all you got to do is head over to lttstore.com and in the checkout you're going to see a field"
2270080,2275680," where you can enter your merch message and it'll either be replied to by Dan it'll show up on the"
2275680,2279920," bottom of the screen if you just want to do like a shout out or something like that or"
2279920,2287120," luke and I might address your comment or your question live towards the end of the show the lttstore.com"
2287120,2294240," deal of the week is the jerry rig knife is back in stock and if you pick up a 1200 by 700 desk"
2294240,2302800," pad and add a knife to your cart the knife is free also oh this is sick luke bring them up we have"
2302800,2308960," shoelaces now there they are they come with this adorable little power supply shaped box that has"
2308960,2314880," the shoelaces coming out like cables and the reason that these are notable is if you have or want to"
2314880,2322880," get the RGB hoodie these are actually the same laces so you can get that drip going on or however"
2322880,2328720," it is that you use that word yeah by having your shoelaces match your hoodie drawstring which"
2328720,2335600," I thought was pretty cool oh yeah but there's like there's a fan on this side of the power"
2335600,2340560," supply and there's even like the grill the power switch and the plug on the back it's kind of cool"
2340560,2345280," this is pretty I'm not going to claim there's anything special about the shoelaces other than"
2345280,2350960," that they match the hoodie drawstring I've got some like white stitching pattern on them"
2351920,2358240," yep I don't know yeah they feel nice and sturdy I wonder if we can do a close up with a producer"
2358240,2365360," cab let's see so the 1200 by 700 desk pad then add a knife and the knife is free it's a sick deal"
2365360,2371920," that is a 15 us dollar value and you can use it to send in a merch message you have the box we also"
2371920,2376400," we also just generally have the knives in stock so if you don't need a desk pad you can always just"
2376400,2381680," like pick up a jerry rig everything knife I think there's probably a conversation to be had around"
2381680,2388640," should we just carry more influence or merch like is there any reason not to just have other people's"
2388640,2394160," merch on our store oh I don't think so why not maybe we should yeah obviously why not"
2394160,2401040," yeah all right let's continue the AMD discussion especially if there's something that isn't just"
2401040,2407760," like a shirt yeah you know hey turn everyone's shirts uh yeah continued AMD discussion"
2408960,2417280," so all of this the all of this AMD crushing power does come at a currently trendy cost which is"
2417280,2424160," kind of surprising to me that this is currently trendy but the power consumption is monstrous"
2424160,2431360," apparently our testing saw a peak of 350 watts but other outlets measured power draw up to 400 watts"
2431360,2438960," and beyond with the limiters removed and with throttling on 360 millimeter AIO coolers"
2438960,2448720," wow so you basically need chilled water yeah we're bringing it back we're bringing the chiller"
2448720,2455840," going sub sub ambient voice yeah sub ambient and and uh Anthony has a note saying this means"
2455840,2463920," it's possible to approach a kill a lot of sustained draw for a personal home computer I added that"
2463920,2474560," little bit in between CPU and GPU alone with a 4090 test rig wow that's crazy especially when"
2474560,2480320," like so many other things are trending in the other direction and going down in power draw we"
2480320,2486000," have the the top end of performance on and on personal computers just cranking power draw as"
2486000,2491680," far as I can tell pretty much as hard as they can you know what we've actually got a video coming"
2491680,2504480," where we run uh an RTX 4090 and a Ryzen 9 7900x on a 550 watt power supply and we play cyberpunk"
2505120,2513360," sustained on a 550 watt power supply so and and this is giving up like less than 5 performance"
2513360,2519600," one of the cool things about the new Ryzen 7000 series we haven't tested it with 13th gen yet"
2519600,2526960," it's possible others have I just I haven't looked yet but um with Ryzen 7000 and with the RTX 4090"
2526960,2534720," is that they actually undervolt extremely well and you can achieve very surprising wasn't"
2534720,2540720," undervolting I thought it was lowering the power target is it well it's a combination so you lower"
2540720,2547040," your power target until you find a point where it starts to behave kind of weird and then you you"
2547040,2554080," set your uh you set your turbo target to kind of whatever megahertz you're running at at that point"
2554080,2558960," then you adjust your voltage current anyway we showed it in the video it's a it's a process though"
2558960,2565760," uh but basically we managed to get it running stably on a 550 watt power supply without actually"
2565760,2570720," giving up a ton of performance to be clear that wasn't with me running two power viruses at once"
2570720,2577440," that was with me running an actual game uh but in in real world usage I think it would probably be"
2577440,2583760," stable which isn't to say you should ever do that no no no no I'm just saying that you can lower the"
2583760,2591520," power consumptions of these new of these new components it just might take a little bit of work but the"
2591520,2597840," thing is that we've reached the point where the work might be worth it man like it used to be that"
2597840,2602480," we would put all this work into tuning for more performance right with overclocking but now with"
2602480,2608160," energy prices going the way they are particularly in Europe right it could actually save you hundreds"
2608160,2614720," of dollars over the lifespan of this computer to undervolt it yeah yeah someone said uh let me"
2614720,2623600," see if I can find it again with someone in I'm a flanker in in flowplane chat says with current"
2623600,2635440," UK pricing for electric that's 34p an hour for gaming wow that's gonna add up yeah it's gonna"
2635440,2643120," add up a lot actually that's uh I mean man that's a question that's like that's like what it cost"
2643120,2649280," at the arcade you know when we were young right like if you if you had to put a coin right if you"
2649280,2655120," had to put a quarter in the machine every hour would you game as much as you do or is it just the"
2655120,2658960," fact that you're not really thinking about it because it's coming in on a monthly billing cycle"
2661360,2666560," if I had to put a quarter in every hour I probably wouldn't I think I would genuinely play last games"
2666560,2674320," right like that's that's a pretty high friction transaction actually yeah and to be clear I still"
2674320,2682640," I still believe that gaming remains one of the best bang for the buck entertainment mediums right"
2682640,2688160," like you can there's especially with free to play games that you really do not have to put money"
2688160,2694880," into you know games like League of Legends for example um you know like there's there's nothing"
2694880,2699760," that comes even close you know you look at it compared to like a movie going to the movies or"
2699760,2705120," going paintballing or whatever else it is like gaming is is an unbelievable bang for the buck"
2705120,2711600," assuming you actually do it enough to offset the the upfront cost but man that starts to eat into"
2711600,2717760," it a little bit 25 cents every hour my goodness and it's a lot more than that that's closer to 50 cents"
2717760,2723600," so if you had to put you had to pop a quarter into your desk every half hour I do not see you"
2723600,2732080," doing that sir yeah no that's yeah sometimes sure but not not I would probably reduce yeah"
2732080,2740000," um to that's wild I want to figure out exactly how much it is"
2744080,2750480," what is so that's sense right p pence is it yeah yeah zero zero point three three four"
2750480,2757920," yeah yeah you're right 52 cents that's a lot yep that's actually like a ton"
2757920,2765040," yeah my solar panels are starting to look like a pretty smart investment yeah yeah"
2765040,2770560," I remember when solar panels up here were were not um obviously they've gotten a lot more and"
2770560,2776160," they've got a lot more efficient since then um they're still stupid here sir because our"
2776160,2780320," power is still cheap I didn't want to rub it in for everybody falling water but you know the whole"
2780320,2787200," falling water might not keep happening thing is coming yeah so we did a um we did a little"
2787200,2793440," work field trip to bant for number of years ago uh Luke didn't come he didn't technically work for"
2793440,2798320," Linus Media Group at that time long story anyway the point is we went to see this glacier and they"
2798320,2805600," had all these markings on the ground for where the glacier used to be where it is now and where it"
2805600,2811840," like used to used to be and where it's going to be and sort of just tracking this receding giant"
2811840,2819520," glacier and they were like yeah so on you know 30 to 50 years this thing will be gone and guess"
2819520,2826240," what that means for hydroelectric power I was like uh like I could live to see the end of cheap"
2826240,2832320," energy in western Canada which is sort of mind-blowing and what are we going to do"
2832320,2838560," I don't think anyone's talked about it yeah yeah yeah and it because like everyone that I know"
2838560,2844400," just kind of shrugs it at power that lives here to be clear uh because we've always been like"
2844400,2853040," where it's falling water it's fine um and I mean it is for now for now yeah a lot of people asking"
2853040,2860000," why I'm in two dimensions uh budget cuts sorry yeah I have to afford my new more expensive"
2860000,2866320," YouTube premium somehow yeah it's true yeah yeah we are we're going to spread the spread the bird"
2866320,2875280," note you know um but yeah yeah yeah yeah yeah yeah yeah yeah so these new AMD AMD chips um"
2875280,2882560," the biggest advantage the new chips have over AMD is one that AMD once held and it's the platform"
2882560,2888320," unlike Ryzen 7013th Gen Core can run on last gen motherboards with a simple bios update"
2888320,2893760," and they can run with DDR4 memory which continues to be much less expensive than DDR5"
2893760,2902240," in fact fast DDR4 didn't harm performance much if at all versus fast DDR5 um speaking of our"
2902240,2907760," testing we've got another sort of conversation topic here and it's what the heck is going on"
2907760,2913760," with all the errors in the videos lately and you know I've talked to the team about this and from"
2913760,2919440," my point of view um you know I didn't really want to say much about it because my goal would not be"
2919440,2925680," to throw any particular person or team under the bus because it's a little more complicated than"
2925680,2932880," that all I really wanted to say publicly was we owe you guys nothing but the best we are striving"
2932880,2940640," to deliver nothing but the most accurate coverage but the reality of it is that we are going through"
2940640,2947520," a bit of a learning period right now um one of the comments that has come up quite a bit is"
2947520,2954400," why is it that publications with teams literally a tenth or a 20th the size of our company are"
2954400,2961360," able to have their videos go up more accurately and the answer is that actually adding more cooks"
2961360,2967840," to the kitchen does not necessarily make it a smoother process and we're learning a lot um"
2967840,2973360," every single time it's a different breakdown if that helps you guys at all to understand"
2973360,2979200," what's happening on our side and every single time we are patching those holes so we won't"
2979200,2984880," break down there again and it's just going to take us a little while to get the hang of this"
2984880,2992720," between the writing team and labs and the editing team there are a lot of moving parts and we are"
2992720,3002160," we are absolutely going to do our best to um get to the point where you guys don't feel like you need"
3002160,3009280," to read reviews from multiple outlets but we will still absolutely recommend that you always"
3009280,3014080," yeah you always look at coverage from multiple outlets that's something I've always said it's"
3014080,3020800," something that I always will say yeah okay I didn't know that was a problem in the video"
3020800,3030960," um we should probably talk sponsors yeah good call the show was brought to you by vesi footwear"
3030960,3037200," vesi footwear is known for being water resistant and lightweight easy to pack and breathable"
3037200,3040720," you don't need to worry about the weather anymore with vesi footwear their dual climate"
3040720,3046400," knit material keeps your feet warm during winter and cool during summer they're super easy to slip"
3046400,3051360," on and off and comfortable for traveling actually the lightweightness for traveling is excellent"
3051360,3057040," and they fit almost any occasion some of us are wearing them now I am barefoot right now but I"
3057040,3063440," I could very well be wearing them if I wasn't barefoot and they're 100 vegan get 25 dollars off"
3063440,3072400," each pair with offer code WAN show at vesi.com/wanshow the show is also brought to you by MSI their"
3072400,3081680," optics mpg321UR-QD is a 4k IPS monitor that's designed for gaming and content creation it's a"
3081680,3087520," quantum dot display that's engineered to enhance color accuracy color saturation and contrast ratio"
3087520,3093760," and it supports a 144 hertz refresh rate one millisecond rated response time and utilizes"
3093760,3100240," NVIDIA G sync for faster and smoother frames it works well for both pc and console gaming and"
3100240,3105440," MSI's AI software gaming intelligence allows the monitor to be customized automatically to"
3105440,3109920," fit your gaming needs to learn more about MSI's monitors follow the link in the description"
3109920,3116160," finally the show is brought to you by 45 drives 45 drives does an open source open platform and"
3116160,3121840," fully supported storage solution don't spend your entire budget on storage infrastructure"
3121840,3127200," their offerings won't just store your data but can help save you money and headaches and honestly"
3127200,3135440," I think a solution like 45 drives for company data storage is um well let's just say their"
3135440,3141440," timing is really good because there's so much of the show today was about how unilateral"
3141440,3148160," renegotiations of cloud service contracts are absolutely a thing and if you own your own"
3148160,3154640," metal nobody can increase the price or take it away from you with 45 drives you can scale one"
3154640,3159520," drive at a time or add servers into your system as needed and they operate by the minute approach"
3159520,3165280," to technical support no rounding up to the nearest hour if you only need 37 minutes of assistance"
3165280,3170080," 45 drives is here to help to learn more about their custom storage solutions check out the link"
3170080,3181200," in the video description why don't we go ahead and chat about another big topic here and that is"
3181200,3189600," oh where's the one that I wanted to yes LTT on Español yeah yeah let me see if I can find this here so"
3189600,3195120," Luke uh should we should we play it for them now or should we play it for them a little bit later"
3195120,3199520," I feel like we should maybe a little later play it for them and then talk about it because it's"
3199520,3207120," cool and it's not like it's happening now it has happened it's live you know and if people don't"
3207120,3210640," want to watch it through the stream I'm gonna play it through the stream so if you want to watch it"
3210640,3214480," through the stream you can you can just do that but you can also bring it up on your own end like"
3214480,3219120," it's it's live and it functions now something that I didn't know until I sat down and we went over"
3219120,3225840," this is that uh you don't have to make a new channel for it anymore so this is just on the actual main"
3225840,3232080," channel this is a really cool feature so we can see what you're doing so cool that's not what I meant"
3232080,3238320," I mean I've had a lot of people commenting to whether it's on the is that you don't have to make"
3238320,3245280," a new channel for it anymore so this is just on the actual channel this is a really cool feature"
3245280,3251280," technical difficulties right we'll get there anyways let's turn off that screen sharing right away I"
3251280,3259440," think it's causing echo is that all right well I can there we go I can walk you through the the"
3259440,3263760," visual experience without a natural visible visible indicator so you guys will know what I'm"
3263760,3268080," talking about if you're on youtube in the bottom right hand corner of a video there's the settings"
3268080,3273280," cogwheel we all know it will love it you click on it there's the audio track section now so instead"
3273280,3282160," of just like playback speed annotations quality the things you're used to have got it we should"
3282160,3290560," it's worth mentioning a lot of people during the 4k premium controversy commented criticizing"
3290560,3296480," you know youtube for not innovating like what does there to even do um and there you know again I"
3296480,3302640," don't want to boot lick a trillion dollar corporation or whatever but like scaling scaling the way"
3302640,3308560," youtube scales is really really hard yeah and building new features at scale is really hard and they"
3308560,3313440," absolutely do build new features and this one is one of the coolest ones I've seen in a very"
3313440,3319680," very long time okay luke is showing it to us now so down in the cog you can have multiple audio"
3319680,3327520," tracks on a video now and it appears to be something that you can actually do um that you can actually"
3327520,3335600," add in post like after the fact to existing uploads so what we've done with this particular video is"
3335600,3346240," using google aloud we have created a transcript a spanish translation transcript of the videos"
3346240,3354240," and then we have used um I forget exactly what tool we're using to turn that into like an"
3354240,3361920," an ai voice and then we've done our own uh conversion from our own voices to an ai voice"
3361920,3367600," to kind of fill in the gaps in the translation so the idea is not to do a perfect job of localization"
3367600,3371280," actually here let's let's play it first yeah play it first yeah we'll talk a little bit more about"
3371280,3373440," it i haven't heard this so let's go"
3373440,3383440," [Music]"
3383440,3409440," [Music]"
3412960,3438000," [Music]"
3438000,3447760," yeah i'm seeing i'm seeing a lot of people um i'm seeing a lot of people go in either way on this"
3447760,3455040," you know gross doesn't sound human or wow it's surprisingly good almost nothing in between"
3455040,3463120," which is really interesting to me um and i want to clarify that the point of allowed this is"
3463120,3469200," google's translation quote unquote startup is to increase accessibility it's not about"
3469200,3475840," perfection uh but 80 percent of the world does not speak english while the majority of video"
3475840,3484480," content online is in english so bilingual users might be likely to notice issues with pacing"
3484480,3490560," tone and minor translation errors because they can compare against the native english version"
3491280,3497920," but what google has found is that non english speakers are more often just impressed that they"
3497920,3505760," can access the content at all so if we think about it from an accessibility standpoint as opposed to a"
3505760,3516480," perfection standpoint um ferna 182 in floatplane chat says native spanish speaker sounds like a"
3516480,3521680," dub show on tv a few mistakes here and there but overall way better than last time that's good that"
3521680,3526400," was often that that was our goal yeah um yeah pretty much across the board people are saying"
3526400,3532640," not the most accurate but it's okay and yes i know you know if we hired uh like a translation"
3532640,3539040," company and a bunch of voice actors you know mr beast style that might work but okay you got to"
3539040,3544000," think about the scale of what mr beast is doing if he's getting 30 to 50 million views on an"
3544000,3549360," english video and he can assume maybe 25% as much on an alternate language channel"
3549360,3557360," um you know if we only got 25% as many views on one to two million views all of a sudden that would"
3557360,3563520," pretty much eat up whatever money we could have made on on that video like it's not it doesn't"
3563520,3569680," make good business sense but if it's something that we can do relatively easily right like if"
3569680,3575120," it's something that we can do using ai and then just doing spot corrections"
3575120,3582000," ooh that's that's the way for us to tackle it because we upload so much i mean he uploads one"
3582000,3587200," video every like two weeks these days right we're uploading daily so the just the scale of the"
3587200,3592240," cost is enormous i mean we've run into issues with our um with our chinese translation"
3592240,3597280," where it's not even a matter of not being willing to pay for it we just upload so freaking much"
3597280,3603920," that it's hard to find enough people who want to work up it yeah yeah yeah i i mean"
3603920,3612560," being not able to understand it at all because i can't speak a single word of spanish i i think"
3612560,3617760," the tech is really cool um our implementation completely regardless having it so that you can"
3617760,3624640," switch audio tracks like that and having it support uh languages for for the the use case of that"
3624640,3630240," feature is sweet and i i think we should all be pretty happy that that exists on youtube because"
3630240,3636160," of like what lynos is saying the the accessibility stuff um maybe it could be better maybe it could"
3636160,3643040," be worse um i just think it's a really cool feature and i'm i'm stoked i like it when sites like youtube"
3643040,3649440," innovate because there's so much that can be done when you have an audience that is like"
3650800,3657360," as close to the entire planet as you could basically get um so yeah i think it's really cool and i"
3657360,3662480," like that we're using it because why not and from like you know not everything is going to get"
3662480,3666960," translated but this could be a great tool for people looking to learn english as well being"
3666960,3673360," able to listen to it in spanish and then listen to it in english i know that's how a lot of people"
3673360,3678480," too if people want to learn spanish well i wouldn't learn spanish from any i can't"
3678480,3684880," fair that's the only reason i didn't bring that right yeah never mind yeah you might yeah no yeah"
3684880,3686960," you're gonna walk around sounding like a bad translational"
3686960,3693920," which is actually oh man that actually would make for like a good comedy short or something like that"
3693920,3698480," so so why do you learn from bad translations how to speak a language yeah that would be pretty"
3698480,3703680," funny thank you and just like i actually i could even see it being a show like back in the 80s or 90s"
3703680,3707200," like a mr bean style like you have a character whose entire sort of"
3707200,3714160," stick is that they they learned you know the language from from poor translations so they just"
3714160,3719760," are constantly using idioms that make no sense and i i yeah that could be that could be interesting"
3719760,3725920," um did you brat we already have a translation service in china and we have almost a million"
3725920,3730400," subscribers on billy billy but thank you for the suggestion yeah yeah already a thing"
3731280,3736880," yeah i wonder if i get another gold play button i got such a kick out of getting a chinese knock"
3736880,3743040," off of a silver you got the silver one right yeah yeah yeah i'm getting i saw the silver one years"
3743040,3748800," ago yeah i don't know if there's a gold play button on billy billy but i'd be super super down"
3748800,3754640," it's spanish the only other option at the moment or is spanish just the one you went with for the test"
3755600,3763840," uh spanish is the one that probably has the the greatest overlap of people who want to watch ltt"
3763840,3770960," and who don't speak english so like we could have gone for german for example but from my time in"
3770960,3775440," germany i would say that that was probably going to be a big fat waste of time because practically"
3775440,3778880," everyone i met there spoke better english than half the people i went to high school with"
3778880,3785520," like their english schooling is outstanding it's always interesting when you talk to someone"
3785520,3788960," and they're like oh my english is really bad and it's like oh it's fine it's fine it's fine"
3788960,3792640," then they that you actually start having conversations with them and you start kind of wondering like"
3792640,3802640," is their english might be better than mine exactly exactly uh apparently monty python did a bit"
3802640,3807920," with a dodgy translation book like way back in the day so yep there you go yeah it's been done"
3807920,3815360," it's been done people are talking about indian uh yeah one of the benefits of spanish for us"
3815360,3822160," is we happen to have someone on staff who who speaks native uh spanish so that helped a lot uh one of"
3822160,3827600," the challenges with spanish though is that there are a lot of regionalisms that make spanish localization"
3827600,3836160," really tricky oh wait she doesn't speak spanish oh whoa hold on ed's ed's messaging me in real time"
3836160,3842320," here hindy is apparently coming soon do we have someone on staff who speaks hindy who can like check"
3842320,3850720," that well i don't know all right there you go i'm i'm finding out i'm finding new things that's"
3850720,3857040," real time here uh anyway uh so it's really tricky because for spanish different countries and even"
3857040,3862880," regions have their own vocabulary accents and idioms that can make it really really challenging"
3862880,3867600," to translate but i think it's going to be one of those things where you just have to kind of settle"
3867600,3876240," on something and it's at least better than nothing yeah yeah for sure um"
3876240,3885840," shall we talk about g4 oh i mean i guess so as long as we don't say anything mean because it's"
3885840,3893360," it's rude to speak ill of the dead oh i gotta say this before we start so rest in peace zombie g4"
3893360,3900960," tv uh those of you who were super stoked on the return of g4 um maybe maybe what i'd like to hear"
3900960,3907680," is why because as someone who wasn't really didn't really have any access to traditional media at the"
3907680,3913360," time that g4 was taking off like we didn't have a cable tv subscription at that time like i didn't"
3913360,3920960," watch any tv at that time so i don't have any nostalgia for g4 but it seems like there's a"
3920960,3929360," continued of people that were like super miss g4 and and and loved it and i'd love to hear from you"
3929360,3937040," guys like why yeah people are saying like tech tv was the bomb i know i know chris parello had his"
3937040,3942160," break on like g4 tech tv i think tech tv was like a sub brand of g4 something like that"
3942160,3950640," yeah lots of people never even heard of it oh g4 was better i didn't hear about it"
3950640,3959600," until years later because i ended up watching um adam sessler on a game review channel that i"
3959600,3965840," don't remember the name of anymore um that i believe like all the hosts left and then it was not"
3965840,3971040," cool anymore um but i used to like that game review from g4 bot out tech tv"
3971040,3977120," but but i had never that's the only reason why i knew that g4 existed was people would comment"
3977120,3982720," about him being on it back in the day on that show people talking about screen savers attack of the"
3982720,3988320," show so basically they just had a lot of like really good hosts back in the day it sounds like"
3988320,3998000," a bunch of people call it like a lot of people calling out xplay i don't even know what that is"
3998000,4004160," yeah no no lies right in that cable so we're very ignorant in all this so yeah when it came back"
4004160,4011360," i didn't have the nostalgia around so i didn't uh i didn't go to start watching it because i never"
4011360,4015440," watched it in the first place i got nothing against it um it sucks that it went down"
4015440,4022560," i've heard a lot of different various commentary on this about how they think that"
4022560,4033280," the that space is now pretty well covered by a lot of smaller independent like one to two bit"
4033280,4041600," outfits here in there agile yeah um like i know um one that i i check out all the time is game ranks"
4041600,4047200," that's a relatively small team that i've just been killing it for years so trying to pull together"
4047200,4054320," the the game explain is another really small one that i know absolutely yeah um trying to bring"
4054320,4060160," together this massive group bunch of big names bunch of fantastic hosts i have heard actually very"
4060160,4065360," very good things about a lot of the people that worked on g4 tv so and i know that there are"
4065360,4070960," already people trying to poach them uh both the people that worked behind the scenes and on camera"
4070960,4077120," so i i suspect that the the people that worked there are going to do well uh because apparently"
4077120,4081680," people can't in twitch uh says they had good hosts even today and it still got shut down"
4081680,4086960," Comcast sucks but i i mean i'd like to talk a little bit more about that later let's let's talk more"
4086960,4093360," about that later but yeah Luke korean yeah so like i i i have heard that the the behind the scenes"
4093360,4101600," team was was just absolutely fantastic um i've heard that the the hosts were all really good um"
4101600,4106880," but they they just weren't really getting the viewership that they needed to sustain the cost"
4106880,4112720," of having this apparently again i don't know but i have heard this apparently massive studio and"
4112720,4122080," very extensive staff um because it's expensive it's going to be expensive so yeah yeah it's hard"
4122080,4130640," it is hard to make quality content on an online budget and traditional media like g4's last run"
4130640,4141920," ended in uh 2013 uh back in 2013 it was a lot easier to make money through traditional tv advertising"
4141920,4148240," and cable subscriptions that those numbers have only fallen since then and when you account for"
4148240,4154400," you know inflation your production costs have not gone down so you've got the you've got these lines"
4154400,4160000," that are trending in in the opposite directions that would be helpful for making a production"
4160000,4166240," sustainable and so as much as you might say Comcast sucks and as much as i might not necessarily"
4166240,4170800," disagree with you i think the thing that sucks about them was that they ever thought this was"
4170800,4174640," going to work in the first place this is just clearly a stupid idea there's there's a bunch"
4174640,4180640," of people in chat like what one person um sindy broke it says Comcast did very little marketing"
4180640,4185600," they had an abysmal business and marketing plan they could not figure out how to uh make things"
4185600,4191040," people wanted to watch and that's yeah maybe the production was fantastic and the hosting is"
4191040,4196240," fantastic but if you look like what market do we do marketing is dead sure but i didn't know"
4196240,4200560," where to watch g4 i don't where they own youtube i don't think so why would you care"
4200560,4207040," like if you don't if you didn't find it then you'd like you won't find it like if it was really"
4207040,4214480," good we rely on virality these days algorithmically if it was if it was suitable for our given viewer"
4214480,4220080," it would get served to them yeah so i'm looking at g4 tv's youtube channel and they're getting like"
4220080,4228480," three four thousand views of video um that's just not going to do it for the for the staff that they"
4228480,4234160," had i don't know if everything actually hit the youtube channel um a lot of places use youtube"
4234160,4241680," channel is like partial archive side business thing um but yeah they they uh the the budget was"
4241680,4245840," extremely high and when budgets are extremely high you're going to have to perform at a level"
4245840,4257840," that can pay for the budget and it seems like that wasn't happening um so that's it yeah"
4257840,4262720," sucks but i do think that a lot of these people are going to land on their feet"
4262720,4270000," my cloppelip says says the guy whose entire business is supported by marketing uh yes but not"
4270000,4275600," marketing the show the content speaks for itself we don't we don't market"
4275600,4280240," line of tech tips we don't like buy what like what would you even"
4280240,4286800," a lot of marketing for some websites a lot of marketing for something like a youtube channel is"
4286800,4293680," through recommended stuff right um and is is the platform that you're on i again i don't know if"
4293680,4298080," they were fully on youtube but if they were fully on youtube um then getting three to four thousand"
4298080,4304560," views with the with the team that they had is is just not going to support the um the the math"
4304560,4313360," just doesn't work right um i don't know razrael and twitch chat says i'm sure you guys know better"
4313360,4318240," than i but i assume it failed because of corporate bloat and idiotic budgeting costs on infrastructure"
4318240,4322480," that isn't needed for what they were producing but that's the thing apparently it was like really"
4322480,4329200," good it's just that it's heard a lot of really good things yeah it does cost a lot it legitimately"
4329200,4338000," costs a lot to approach a production like that in a traditional media manner uh and to make it good"
4338000,4343520," and so that's why i mean that's why i think it was done that they even tried not because you know"
4343520,4347680," the hosts weren't great or the showrunners weren't great or whatever else but because it was pretty"
4347680,4354640," clear to me that there just wasn't enough money in it to sustain something like that as as a as a"
4354640,4368640," startup like it it's very very difficult yeah either way condolences for for the team there um"
4368640,4373600," i know i've said it like 14 times but i i think they're going to be okay there's i know of two"
4373600,4378640," different outfits that are currently putting out like hey if you worked there hit us up because"
4378640,4386640," we're we're hiring people like you um so i think they'll be all right but i hope that's true for"
4386640,4391280," for all of them obviously you want people to be able to find gainful employee um"
4391280,4398800," apparently they attacked their followers a lot i yeah i don't know how much that would"
4398800,4407360," suit we ee h we don't like to admit that"
4407360,4411120," fair enough um oh man"
4411120,4418560," apparently talent we're expected to play a role in managing public relations and little action"
4418560,4424400," would be taken by the company in dimes of controversy i don't know what that means um"
4426800,4432080," yeah i don't know a ton about it i just i hope that uh i heard it was good from some people that i"
4432080,4438880," trust and i hope that the the people that were doing a good job in order to make it good land on"
4438880,4448960," their feet and that's pretty much it yeah rip g4 again yeah later yeah it's uh it's especially"
4448960,4454800," troubling just how sudden the shutdown was and plays were informed via email that the LA facility"
4454800,4459520," would be closed and all streams postponed but no word but the network was actually shutting it down"
4459520,4464880," many employees only found out via a memo published on twitter that's just gross yeah i'm"
4464880,4473440," really not enjoying this like modern people getting fired through figuring it out through hearing"
4473440,4480080," it on the news thing um i'm sure to be fair that was a thing in the past as well but i've been hearing"
4480080,4491840," a few of those lately um so yeah there's a whole bunch of employees said there was a ton of"
4491840,4497360," mismanagement and a lack of direction in an interview with the washington post apparently"
4497360,4503440," they wasted a bunch of funding on guest stars and cut staff and uh people said they were underpaid"
4506320,4514160," yeah all right discussion question ltt video game channel when it feels like a matter of time"
4514160,4523120," doesn't it i want to do one for a long time but it's hard there isn't there isn't a ton of money"
4523120,4530000," in it um gaming is is something that the the people that are doing well on youtube in gaming"
4530800,4539360," are huge and they're doing well because their volume is just enormous um and a lot of them have"
4539360,4544160," honestly pivoted slightly out of gaming so that they can get their advertising dollars from segments"
4544160,4549680," that aren't just gaming they can use their audience to uh their audience that is interested in not"
4549680,4553280," just the fact that they're talking about games what they're interested in in the person so i'm not"
4553280,4559280," saying they're using their audience in a negative way uh but they're making forms of content that"
4559280,4564160," aren't just gaming content uh because maybe they don't want to just make gaming content"
4564160,4568800," and also they get to put that video in a different advertising segment than just gaming"
4568800,4580240," which is often a really good thing for for money um so yeah i don't know it's such a saturated space"
4580240,4590320," it's also honest yeah the bands are vicious that's true just to just to put that out there"
4590320,4594720," and i've been one of them um there was i don't know if you guys remember this but"
4594720,4602800," do i bring this up yeah let's go for it um cop head cuphead you remember the launch of"
4602800,4607120," cophead i think we even talked about this on wancho back in the back in the day there was a there was"
4607120,4616960," a game reviewer who couldn't make it through the tutorial oh no it was actually hilarious uh and"
4616960,4626160," and a lot of a lot of reviews coming out about games that are hard or like like let's say cuphead"
4626160,4635680," the cuphead one was like pretty bad uh watching the person's playthrough where they spend whatever"
4635680,4640080," it is like 25 minutes trying to get through the tutorial that should take people like 30 seconds"
4640080,4647760," was was uh was pretty intense um but but watching reviewers rate difficult games really poorly because"
4647760,4655840," they couldn't accomplish it um is is not fun it's not good um but i think i feel like the gaming"
4655840,4661760," audiences is more ready to go after the reviewer in those situations than a lot of other audiences"
4661760,4671360," uh which is which is fine and fair um but when the money's low and the audience is brutal it makes"
4671360,4676240," the yeah business decision competition is high and the competition is very high because there's a"
4676240,4682320," lot of game reviewers and there's a lot of good game reviewers as well we named two of them on the"
4682320,4688480," show it's not like the it's not like there's a there's a hole there that we need to fill um yeah"
4688480,4693280," so like what what could we do differently in that space there's a bunch of people that do"
4693280,4699680," really long form like video essay type content on games that is just amazing like the amount of"
4699680,4705840," research that goes into it is incredible they make these these works of art there's a lot of people"
4705840,4712640," that make shorter form more review punchy type of stuff that is also really good like it doesn't"
4712640,4719360," need us to join it i would enjoy making gaming content definitely doesn't need us in that space"
4719360,4727360," so it's a difficult to talk about uh beat saber map packs yeah but like doesn't that it's like"
4727360,4732480," what would i even contribute and honestly like that's cool how many views is that gonna get"
4732480,4738320," how do we make how do we make a good business call out of line is talking about map packs on"
4738320,4743680," beat saber i think it would probably be a thing where it's just like a passion project um"
4743680,4750080," but then you're you're you're paying people's wages for a passion project because it's going to"
4750080,4756320," need to get edited and then if we if we make a mistake over there uh the the people that are angry"
4756320,4761680," but are going to cleave all of the other companies and groups that we have which is pretty extensive"
