start,end,text
2172240,2175920," Six-month wait, I guess so I guess so because I'm sure they have more customers than that"
2175920,2183480," I mean, maybe not also that maybe not but during COVID all 70 plus customers were told upfront that there was a big weight ahead of"
2183920,2185920," Big way to head as all parts were getting sourced"
2185920,2192680," Apparently only a few customers then wanted to cancel and get their money back probably because if you were shopping for a computer at that time"
2192680,2194800," You were waiting anyways"
2194800,2199000," So it was basically you have someone else do the waiting for you or you wait"
2199000,2204880," Jumping into pricing the website is bad and outdated and they're in the process of updating it"
2204880,2210400," Hence the old 11th gen Intel stuff. So they're going through a website overhaul that makes sense"
2210880,2214320," If you make an order they confirm with you over the phone or by email"
2214320,2222240," What your parts list is the parts are acquired once an order comes in a big part of the price has to do with paying for customer support when things break in"
2222240,2227440," Shipping company overhead in general work. Yeah, that's the cost of things from companies"
2227440,2231520," I don't think we need to list all that there's a one-year parts and warranty on all builds"
2231520,2236640," That was a confusing part people multiple people were trying to tell me that there wasn't a warranty"
2237280,2240960," But I checked on their website and they stated there was a warranty right"
2240960,2242960," Yeah, and now they're stating that there is a warranty"
2242960,2249560," So I don't know where that confusion is from because they actually laid out pretty clearly sure and they're reiterating here that it exists"
2249560,2251560," So like I'm not really sure"
2251560,2255760," Like who started that but yeah, they they have a parts and labor warranty on all builds"
2255760,2262800," Some of the more expensive builds like project unknown can involve artists painting intricate designs on the cases"
2262800,2264800," Sometimes taking 20 to 40 hours of work"
2266880,2271840," And copy of terms and agreement purchases are here apparently we have a document for that as well"
2271840,2278240," The NDA thing that we heard about that we both somewhat dismissed. Yeah, I mean, it's normal to have an NDA"
2278240,2284600," Yeah, any company will have an employee NDA like it's just their stuff. You can't talk about it's that simple"
2284600,2289760," Yeah, they said that they might not work with embargoed hardware often or even really ever"
2289760,2295600," So that's not really it, but they they record most of their builds and put that out on content as social media"
2296240,2299840," So it makes sense when the content is put out"
2299840,2304560," I'm not really sure what that means, but having an NDA as an employer makes sense. So I don't really care"
2304560,2310600," And then the discussion topic is interesting but unrelated so I don't know if this makes me"
2310600,2316760," Well, you can talk about it, but not like right now. I don't know if this makes me on their side"
2316760,2320400," They still obviously did"
2320960,2328520," Stuff wrong. Yeah, I appreciate the like the I'm not threatening you in the slightest thing was honestly something that stood out to me a lot"
2328520,2333880," Particularly cringe it was super cringe. I appreciate that they just"
2333880,2340200," Pretty straight up were like that was done in poor taste. Yeah, and it was a mistake to do that"
2340200,2345520," I've said dumb stuff on social media. So have I 100% yeah, so like like real bad"
2345520,2348400," It's it's"
2348400,2353200," Yeah, yeah, so like it happens. I appreciate bad mood like it's yeah"
2353200,2357040," Well, and someone was going after this person's wife. Yeah, which like you know what?"
2357040,2359840," Yeah, I get it"
2359840,2362600," So I don't know it doesn't make me on their side"
2362600,2369080," But I'm a little bit more understanding now. I appreciate the apology. I appreciate the relatively quick apology to I'll say that as well"
2369080,2373680," It's not like they sat on this like not to drag Will Smith under the mud"
2373680,2377160," But these sat on this for like months before making a party. That's weird"
2377880,2383520," This was this was I don't know when this conversation happened, but we talked about this last week like this was a quick turnaround, right?"
2383520,2388840," Yeah, so I appreciate that. I don't know all the details behind this so the whole nine videos thing"
2388840,2390840," I don't know if there was stuff in there that was"
2390840,2393560," genuinely like"
2393560,2396760," Libel or whatever. Yeah"
2396760,2400920," Pointing out the the price discrepancy thing though is fair"
2400920,2406640," So if that's all that it was I don't know that's that's all it was but if that is all that it was then"
2406960,2408960," I don't really agree with the cease and desist"
2408960,2412880," But yeah"
2412880,2416200," I'm happy they apologized. I'm happy that they're"
2416200,2423200," Seemingly not trying to artesian bills themselves. Yeah. Yeah. Yeah, that was that was pretty rough"
2423200,2429120," Rockman 05 line is say bad things on social media and never yeah"
2429120,2435840," Well, that happens from time to time this happen apparently Will Smith apologized long ago and there's a bow man"
2435840,2438800," Now chats just talking about talking about the slap"
2438800,2446320," But apparently not to Chris Rock. So I don't know. I don't know. Yeah, it wasn't this one more like I don't even wash it"
2446320,2450440," I'm not going to be completely honest because I really honestly don't care. I shouldn't even brought it up"
2450440,2456040," But anyways, yeah, that's the that's the overkill computers thing. I'm happy that they followed up with us"
2456040,2458240," And I'm happy that we brought it to winch again"
2458240,2464600," Let's go ahead and have a look at some of our merch messages here. We've got some curated ones Bell. You got something to read to us"
2465160,2470080," Sure do first one here's from Alex. Obviously we are very pro rights repair"
2470080,2473280," Do we have any plans to do anything for our products in the store?"
2473280,2476280," Maybe schematics or repair guides for the backpack or screwdriver?"
2476280,2479760," I mean for a backpack"
2479760,2484320," If you want to repair it, I think you get out the sewing kit and"
2484320,2488400," Yeah, put a patch on it if it really comes to that I I"
2488400,2495120," Like I don't like what repair guide do you really need? I don't want to be like that about it, but it's a it's a"
2495120,2496440," piece of"
2496440,2502000," Yeah, I don't would you call it backpack clothing? No, right? Well, it's still text. It's made out of fabric"
2502000,2508680," Yeah, it's textile textile product. So you know if you can buy a little patch so it on I mean, yeah if it came to that"
2508680,2511800," As for the pretty danker driver"
2511800,2519240," We've you're not the first person to ask and it's certainly something that we have talked about internally"
2519240,2522040," I think that from our point of view"
2522040,2528840," We I mean our our policy when it comes to defects in our in our products is pretty much no questions asked"
2528840,2531240," as it is"
2531240,2536360," So I have a hard time imagining a situation where you would have a problem with this other than like"
2536360,2541560," That you lost like that that you would require schematics for I guess"
2541560,2547040," I can imagine products that we have talked about privately, but not"
2547040,2551280," publicly that could use something like that. Yes"
2551680,2558160," Now that will be different. We do have products coming that will make a ton of sense to have"
2558160,2564600," Maybe not schematics, but replacement. I don't think semantics would even make any sense, but replacement parts. Yeah for things and stuff"
2564600,2570360," But but the screwdriver like I don't know if you if you like bend the shaft somehow like"
2570360,2577960," You're probably buying a new screen well the thing is if you bend the shaft on this the shaft is is press fit"
2577960,2580940," Yeah with machinery you do not own"
2580940,2583000," And if you do own it well"
2583000,2590080," Then you probably have a shop that you could just turn yourself a new shaft with and put it in then by all means"
2590080,2596140," It'd be my guest right like it's it's a mechanical device where everything is is"
2596140,2601880," Examinable at a macro level like if you wanted to oh, here's a here's a funny story"
2601880,2609260," This actually did not make it into the making of the screwdriver video that we shot this week because we're gearing up for launch"
2609620,2611620," but"
2611620,2618540," Have I told the story on Wanshow before about how the the Chinese factory that we're using now actually"
2618540,2622580," Cloned our product and then sent it to us"
2622580,2628860," What okay apparently I have not told this story. It's a really it's a really funny story"
2628860,2633620," The point that I'm going to be making over the next little bit is that this is a macro product"
2633620,2639220," You can scan it and reproduce it like what like what schematics do you need?"
2639220,2646000," It's not like there are it's not like there are ICs on it that where it's impossible to term to determine what's under the hood and what function"
2646000,2651020," It's performing and where you would need that in order to repair the board, right?"
2651020,2657980," Like it it's metal and plastic right so what happened was we were working with the Taiwanese factory"
2657980,2664700," right that was supposed to produce these things for us like a year and a half ago or whatever however long ago it was maybe a year ago and"
2665620,2673460," As far as we could tell what happened was they were acquired by a large tool manufacturer in order to get around the embargo"
2673460,2677620," Or it's not embargoes, but the tariffs on Chinese made tools"
2677620,2684540," So so this this tool brand stopped producing in China bought a Taiwan based tool"
2684540,2689700," manufacturer the one that was supposed to make our bloody screwdrivers and then naturally stopped prioritizing our"
2689700,2692940," Product because they were miss busy making their own product"
2693420,2695700," There was not good communication around that"
2695700,2699380," I don't know exactly who to blame that on but someone and so our"
2699380,2707620," Project got just stalled and stalled and stalled in the quality of the last sample we got from them was atrocious just unbelievably bad the worst we'd ever seen"
2707620,2713980," We wouldn't have considered working with them at that point even if they we had had the commitment. It was just it was awful"
2713980,2718140," So we pivoted we tried to find another factory to do the work"
2718140,2726300," The good news was that there were a lot of high quality high volume Chinese factories that were looking for work all of a sudden"
2726300,2732220," Right since yeah because of these these embargoes and whatnot because of these tariffs, right? Oh, right?"
2732220,2741020," Yeah, so we found someone really good really high volume really a good quality great reputation and we engaged with them and"
2741020,2746180," It was quite a bit later that we realized that the zinc housing"
2746740,2751260," The mold for it well there were just like a couple of weird like"
2751260,2753340," Issues with it"
2753340,2758060," Right, so we got it and we were like yeah, this works, but it's not the same"
2758060,2766660," And so what we found out had happened was rather than them making a mistake with our schematics we"
2766660,2772860," Somehow got our wires crossed and our drawings were never actually sent to them"
2773860,2776740," What we sent them was example"
2776740,2782020," Proper screwdrivers from earlier on in the sampling process with the Taiwan factory"
2782020,2788140," So we got back these these Chinese ratchets that were"
2788140,2792940," Didn't implement any recent fixes and weren't quite right"
2792940,2801460," Because what they had done was they had never actually gotten the drivers or the the driver's got a screwdriver and they're like oh we can make this from us the customer"
2801700,2808980," And they cloned it and the the wild part is that the clone in a lot of ways was actually better"
2808980,2815180," Than the Taiwan one even though they didn't have the drawings and the turnaround Wow"
2815180,2820860," Unbelievable like they had it back in our hands in like eight days or something like that"
2820860,2825700," So this ended up being a lot cooler than I expected going into this story"
2825700,2828380," I was expecting like doom and gloom. This is actually pretty sweet"
2828380,2831340," So we so the good news is these guys are really good"
2831340,2841500," Is there oh is it I don't know I'm changing nothing so I don't know what to tell you"
2841500,2847260," Yeah"
2847260,2851140," The bad news is that"
2851140,2856420," We ended up burning some cycles on this problem that and"
2857780,2865020," And it did cost us it did cost us some time but everything sorted out now and once we got the actual drawings over to them"
2865020,2867700," They were able to do an amazing job"
2867700,2872500," And the ratchets that we have now are better than what we ever had at any stage"
2872500,2878100," Regardless of you know who did or didn't have any drawings from the Taiwan based factory"
2878100,2886380," This is actually near final and I have a final one in my backpack now I because"
2887220,2891660," Can I say both their names publicly yes AJ and Jonathan are here for the land"
2891660,2897420," And I was kind of showing them around because since since they were here last you know they haven't been here since"
2897420,2899780," LTX"
2899780,2906020," So since they're since they're here last the the grounds as I will describe them now has changed quite a bit"
2906020,2910860," So I was kind of walking them around showing them new stuff and we ran into Kyle and he showed us the production version"
2910860,2913460," So yeah, it's pretty sweet. How do you like it?"
2914180,2919340," It's I actually didn't get to touch it because I needed to get back to working"
2919340,2921180," So I was kind of rushing the tour a little bit"
2921180,2923540," but"
2923540,2930220," I've used previous versions and I was already pretty happy with it. So yeah, I think it would be good. I'm excited nice"
2930220,2933460," Yeah"
2933460,2936340," More more curated messages"
2936340,2940700," Yes"
2940700,2944460," Everyone's asking what happened. I just blame Colton. You know he was here last week"
2944460,2947020," He's not with us anymore though. So don't worry"
2947020,2950660," Perfect way of saying that actually dead"
2950660,2957820," From from a non-linoc. You've obviously put in a lot of new Wi-Fi and the mobile signal booster"
2957820,2960620," If you ever tested or use any radio survey software such as"
2960620,2964740," Ekehau have you ever actually mapped your radio signal?"
2964740,2970220," That's a really good question. I have played around with channelizer back in the day"
2970220,2972500," I was gonna say it a long time ago. Yeah, the Wi-Fi"
2972500,2980620," I actually reached out to Medigeek recently because I'm having some issues at my new place that I think will probably be resolved by"
2980620,2982260," spectrum analysis"
2982260,2987460," If they don't get back to me this looks freaking amazing this looks super cool"
2987460,2994260," Design Valley maintain high-performing Wi-Fi. Yeah, like I we're having issues where in my kitchen"
2994660,3001340," Even if I don't have my microwave on like sometimes a lot of Bluetooth audio cut out from like me to you"
3001340,3003660," Which is wild like my old house"
3003660,3007740," I could go all the way downstairs and have it working and it's not even through the concrete floors"
3007740,3012100," Like I don't get it and then when my microwave is on like everything becomes completely unusable"
3012100,3014740," Those Sony wireless speakers in the living room"
3014740,3018940," Sometimes I get cut out issues with them even though they're not even that far away and they worked fine before"
3018940,3021860," So I really need to figure out what the heck is going on"
3022180,3025020," Bell do you want to note this down because this could be a pretty cool?"
3025020,3028220," Potential partner, right like sometimes that's what happens"
3028220,3033540," We end up doing we end up covering something editorially and then they experience the LTT effects. They're like"
3033540,3038620," Well, we know they're hit at that and we're like yeah, but we already like covered your product"
3038620,3040940," So I guess now you pay and they're like"
3040940,3044980," Okay"
3044980,3047140," It's happened so many times"
3047140,3052020," All right"
3052020,3058380," Adam hey, just want to let you know I saw the Backstreet Boys and I want to let you know how great of a show it was not trying to rub it in"
3058380,3062940," They performed 33 songs. You don't know what you're missing again. I'm not trying to rub it in"
3062940,3065620," Well Adam you can go"
3065620,3071940," This is working. Yeah, you can go yourself. You can go backstreet back yourself. I am going this summer"
3071940,3078020," Yvonne accidentally spoiled the surprise. Oh, but I have a surprise birthday present"
3078020,3081580," And it is is the kind of that I'm finally going to see the Backstreet Boys"
3081580,3085620," Now we have said that we're at least thinking of planning LTX"
3085620,3091180," No, no, no, it's this August. Oh, okay. I'm going in a few weeks. Okay. Yeah, that's cool"
3091180,3094260," Yeah, yeah, yeah, yeah, yeah, I've so for those of you who are not up to date. I"
3094260,3099900," Had Backstreet Boys tickets twice. I've never seen them live and I loved them when I was a kid, right?"
3099900,3105180," So I was like, oh, I'm sure it's good. I you know, I go season back to boys, right? I had tickets twice and"
3105740,3112620," Then LTX ended up needing to be on exactly the day of the concert that I had tickets for this was twice"
3112620,3118980," Two times. I missed the concert. Yeah, so I'm going I'm going no there will be no emergency LTX this August"
3118980,3128580," From Justin and a few others any updates on the 64 ounce water bottle. Yeah"
3128580,3135260," Well, they're there on the boat, but that takes weeks and then once they are land or once they arrive"
3135740,3138620," They could sit out in the water for weeks"
3138620,3144380," Yeah, and then once they actually come on to land they could sit at a facility for weeks. So I don't know I"
3144380,3150220," Don't know you tell us. Why don't you ask the nightmare that is the global logistics?"
3150220,3153340," system now"
3153340,3156380," Sorry"
3156380,3159220," This next next message is from Dominic"
3159220,3164300," I really like this idea had to buy a new mousepad because I had a second kids to buy by office and big desk"
3164300,3171100," But my 13 year old daughter loves her new 1500 by 600 pad as a bed rug. That's another way to buy it"
3171100,3179900," I'm not gonna say that that's an officially supported use case for the LTT desk pad, but hey"
3179900,3184540," I can't prevent you from doing that just like with right to repair. We're not telling you how to use it"
3184540,3190420," I saw someone else in the merch messages today talking about using them as wall hangings for like noise deadening. I'm like I"
3190420,3193220," We have not measured them"
3193900,3199580," We have no idea what they're their acoustic management capabilities are"
3199580,3202540," That's funny, but hey you do you right?"
3202540,3212660," From Ben do either view like or follow motor racing and specifically the techno technological advancements in categories like formula e"
3212660,3215260," No, I"
3215260,3222100," Just don't have the patience for it. I know if you're super into it. It's deep like"
3222700,3224700," It's all like awesome"
3224700,3228940," And I and I know whoever whoever like bought F1 or whatever"
3228940,3232620," They've apparently been doing a fantastic job with it has been popping off"
3232620,3234620," There's tons of people talking about whatnot, but like I"
3234620,3243340," Don't even watch sports that I like played let alone anything else. So yeah, it's not not for me"
3243340,3247580," Seems cool though. I don't know"
3247580,3249780," from a non"
3249780,3251780," screwdriver holster when"
3251780,3253580," Oh"
3253580,3256100," Okay, we're trying to find a good leather partner"
3256100,3264460," I got some belt samples that I am honestly not that happy with so we're still we're still working on it"
3264460,3269780," I do want to do like a dad Chad. So that'll be driver holster. Oh"
3269780,3272620," the belt whoops"
3272620,3275620," Yes"
3278260,3282980," Is this it are you gonna show it am I still wearing my microphones? Oh, I saw my mic pack"
3282980,3290140," All right one moment, please don't make you close. No, no, I'm good. Oh crap. This one's still rolling"
3290140,3297060," Man, okay. Well, that's a long clip. That's a lot of extra audio and probably a trip to the bathroom or two on there"
3297060,3299220," I had no idea that was still going whoops"
3299220,3301940," nice"
3301940,3304460," Yes, oh"
3304460,3308260," Dead Zone asks do the LTT swim trunks have a mesh lining or is it like board shorts?"
3308260,3312860," They do have a mesh lining your donger will not be showing through the front of your shorts can confirm"
3312860,3318700," Otherwise those would have been some pretty uncomfortable try-on sessions with the ladies and creator warehouse and me"
3318700,3322460," So this is the this is the like prototype belt"
3322460,3324940," my complaints are that the"
3324940,3327300," the like I"
3327300,3330140," Don't know like the finishing material on the top and bottom"
3330140,3335740," I'd rather it's just raw leather so that it still looks like it did when it was new even if it doesn't look as polished"
3335740,3338420," Yeah, this is really thick and bulky"
3338420,3343180," Like this whole part here which makes it so it kind of like sticks out even"
3343180,3348380," Through your shirt and makes it kind of hard to like get this in"
3348380,3354900," I think this is kind of cheesy the LTT on the inside. I don't know what we'll do. Are you planning on a reversible buckle?"
3354900,3357060," No, then why is it two different colors? I?"
3357740,3363900," Got a good question, and this is a little bit too shiny. I think it's a little bit too dressy right now overall"
3363900,3370140," As much as I love the black finish on the metal you can see it's already coming off"
3370140,3372700," So just like the screwdriver shaft these a bunch of work"
3372700,3379660," It just doesn't make sense you just have to go for what's gonna look good in the long term versus what looks good in"
3379660,3386380," Product photography. Yeah, that's just that's just part of the the philosophy. I think going forward for us"
3386380,3388380," We have echo again"
3388380,3394540," What even can it be well, I'll just not talk for a bit"
3394540,3398740," Does it happen when I'm talking is it both of us?"
3398740,3402180," Only line is though"
3402180,3405060," Do we want to do is there a merch message that I can cover?"
3405060,3407060," Oh"
3432820,3435620," Trying to tie it directly into the backpack"
3435620,3441940," I think I've got a few it's bring extra cables"
3441940,3447500," Bring extra us like figure out what your your main device cable is probably at this point us BC"
3447500,3452660," But figure out what it is if if it is USB C bring some extra USB C cables"
3452660,3459540," I would also recommend bringing some extra cables that aren't what you necessarily use so say you're like a USB C Android"
3459540,3461380," person"
3461380,3464260," Bring some bring some lightning cables as well"
3464260,3467980," Just so that you can aid other people in your travels be the hero"
3467980,3475660," Have extra battery banks that type of stuff use your bag as the like catch all solution for like everything"
3475660,3477900," Usually when I'm traveling I have a couple"
3477900,3479620," Like cliff bars"
3479620,3480540," I don't have to be cliff bars"
3480540,3485100," But some some type of like something that you can eat to sustain yourself just in case you get caught in a bad situation"
3485100,3487020," The second you land"
3487020,3491780," Because you obviously can't take it across the flight with you but as soon as you can when you land acquire water"
3491780,3497940," Store in your bag. Yeah, I'm staying hydrated is huge. It helps with jet lag. It helps with just"
3497940,3504060," Not being well, okay jet lag not being as tired. It helps you just you know keep moving"
3504060,3510420," Hyrations massive and even if you're going on a trip that you think is like really tailored and stuff"
3510420,3513700," You're not at home. So if something happens knowing that you have food"
3514060,3521380," Water and like these other supply battery banks whatnot to keep you keep yourself going very easily without needing to panic and have big"
3521380,3528700," Anxiety and stuff like that is just fantastic. So the question was apparently Bell was muted the question was any travel tips"
3528700,3534060," Stunner L fun twitch asks Jesus guys. Can you like monitor your own stream?"
3534060,3536060," Please? How does the setup constantly break?"
3536060,3539180," The answer is we don't know the computer is cursed"
3539380,3544660," It has ghosts living in it and yes, we are monitoring it and there's no echo in my ears ever"
3544660,3546620," I don't yeah, there's no echo for me"
3546620,3551140," I don't know exactly what happened but due to the how the setup is going right now"
3551140,3556220," I'm pretty sure one of the fins on one of the fan blades for the graphics card like blew off"
3556220,3560380," Yeah, mid like actually broke off and flew out of the computer midway through the show"
3560380,3567380," So they had to somehow stop the GPU fans from spinning and put a big box fan in front of the computer all that happened live"
3567380,3571340," Yeah, well, we were hosting. It's just when show things. Yeah"
3571340,3575780," That's when we were way earlier when we're like do you guys can you guys hear that?"
3575780,3577660," That's because the the computer was going"
3577660,3583020," Because one of the fans was unbalanced because the I actually thought it was in the stream"
3583020,3588260," It sounded like some kind of weird electrical interference or some kind of weird. Yeah, so"
3588260,3596060," Yeah, we're you know working on it actually ghosts raxes over on float plane says don't take shit from twitch"
3596060,3602260," No one cares about them true story true story for twitch or twitch. I don't feel bad"
3602260,3606100," They're losing all their creators now. They made their bed. No one loves them anymore"
3606100,3608900," Time to sleep time to sleep twitch"
3608900,3617420," Next one yeah, yeah from a non now that I'm not muted"
3617420,3619860," Is there anything consumers can do to prevent companies?"
3619860,3625260," I eat Google calling products like stadia and taking away purchases made on or through their product"
3625580,3626780," Nope"
3626780,3631380," Not until there's like huge legislation that's gonna come out. That's it's happened recently with stadia"
3631380,3634980," It's happened recently with with Ubisoft. It's happened recently with Nintendo"
3634980,3639220," There was a there was a"
3639220,3642020," rant on Twitter recently"
3642020,3646500," Talking about physical games and I couldn't agree more if you have the option"
3646500,3653060," I think it's a good idea by a physical game PC games you're screwed because you'll buy like a physical"
3653380,3655380," Case and it'll just be empty"
3655380,3658500," Just be a download code, which is really annoying"
3658500,3661740," But stuff like switch like you know"
3661740,3665760," Nintendo is gonna screw you over on your digital purchase. They have shown"
3665760,3671220," Historical patterns of this forever. They will shut down the store. Yeah that you bought the game on"
3671220,3674220," You won't be able to download it anymore. All these things are gonna happen"
3674220,3681060," If you can buy physical so that you will be able to play that game in the future. I would highly highly recommend it"
3681060,3687140," Because yeah the games you you don't own it they can take it from you at any time"
3687140,3690080," And they can stop giving it to you even though you've purchased it at any time"
3690080,3694580," And even if you like a game if the community didn't dive on top of it super hard"
3694580,3700700," Like whatever that VR title was with Ubisoft. It was only like a couple years old or something"
3700700,3701700," Yeah"
3701700,3708860," What if you bought it and it was still for sale after they announced they were gonna take it offline. Yeah like insane absolutely ridiculous"
3709500,3714980," What about the same issue with digital media for movies music and video yeah?"
3714980,3720180," Yeah, for sure. Yeah, if you want to make sure that you have access to a movie buy them Blu-ray"
3720180,3732940," From Dylan how much of the GPU issues with Intel do you think is caused by executives not really understanding the market if at all?"
3733620,3740980," Well, it's not an executives job necessarily to understand the average gamer for an executive"
3740980,3749500," They work for the shareholders and the shareholders want executives to spend money wisely so that it generates a return on that investment"
3749500,3754900," With that said I think the best executives do understand the product"
3754900,3762460," But they also have to understand that other thing right so the product and the customer right so they also have to understand how to get"
3762860,3765580," Good investment on money because if I'm a shareholder"
3765580,3771420," My options are to invest in Intel so let's say I have a hundred dollars"
3771420,3778820," I want to invest in Intel and I want to get some target. Let's say five five percent of that back each year"
3778820,3781460," That's a pretty like okay"
3781460,3787540," Investment ideally I'd like more but hey, it's certainly better than a GIC right"
3789100,3795900," So I don't really have a choice as an executive particularly like a C suite a top-level executive"
3795900,3799100," If I am not generating an acceptable return for my shareholders"
3799100,3803220," They will sell my stock which will inhibit my ability to borrow money"
3803220,3806980," Which will inhibit my ability to reinvest and basically I'm done"
3806980,3810100," so"
3810100,3816420," It's not they do understand they just understand different things than what you know"
3816420,3824180," You or I might consider to be important to understand and as I said before the best executives will understand both sides of that"
3824180,3826180," Yeah, yeah"
3826180,3830540," Question from Alejandro"
3830540,3833820," Linus would you encourage your kids to continue the LTT legacy?"
3833820,3840260," I would only want them to do it if they wanted to I mean one of the things that I say to you know applicants"
3840260,3841900," interviewees"
3841900,3844620," people internally who do work here is that"
3845620,3847620," enthusiasm is"
3847620,3852420," Infectious and boredom is also infectious if you're not actually passionate about this"
3852420,3855380," You don't actually want to do it if you don't live and breathe it"
3855380,3862780," You are not you're not gonna succeed and I know that I've been I've been accused of being like a like a toxic boss"
3862780,3868260," You know when I talk about how my expectation is that for you to be successful here"
3868260,3872580," You are living eating breathing this stuff outside of work as well"
3873020,3877020," But I don't make the rules guys that that just is what it is"
3877020,3883660," We are in a hyper competitive industry where the people that you are up against the the the young"
3883660,3885380," hungry"
3885380,3887380," scrappy youtubers do"
3887380,3891460," Live this they eat sleep and breathe nothing"
3891460,3895700," But whatever it is that they're making videos about and so at the end of the day"
3895700,3900540," I I do not determine this I'm not actually the boss here you guys are and"
3901100,3904740," You guys are fickle if we do one thing wrong"
3904740,3908900," We see it in the analytics if we do one thing right we see it in the analytics"
3908900,3911660," so"
3911660,3919180," Apparently the echoes back again. I can't fathom this is it something to do with you activating and data disabling your mic possibly"
3919180,3922060," Okay, I don't know"
3922060,3926300," So I would only want them to do it if they really want to"
3927300,3929300," You"
3929300,3938100," Next question here since I am on the twitch stream and can't hear it. I'm assuming you're fine"
3938100,3946060," From stepan I remember Linus talking about his ADHD as a mental health advocate"
3946060,3950780," I'm curious what sort of things you do as a company to ensure good mental health and care for your employees. I"
3950780,3953620," Don't know. I think it's probably better to hear from the employees"
3954460,3962340," Bell Luke any thoughts nothing we brush people's souls. We try to destroy them"
3962340,3970740," No, I we I don't think there's a huge amount you can do other than just try to be accommodating"
3970740,3972740," I"
3972740,3974740," I know"
3974740,3979300," Like in certain situations we've tried to had quiet areas or areas without way too much light"
3979300,3982460," We have the flex time system"
3983020,3987380," So that if people are having like a really stressful period of time for whatever reason"
3987380,3993300," They they have that option that might overheat this probably fine probably not that's"
3993300,3999540," The flex time one is big in my opinion"
3999540,4005580," Because I know in regards to feedback from some of the people that I manage that I've heard is that you know"
4005580,4011720," We don't like the people that you work with don't always necessarily have insight on what's going on in your real life"
4011720,4014540," And if something really intense is happening and you just need some time"
4014540,4016540," It's nice to be able to take some time"
4016540,4020860," Without major questions and it doesn't have to take away from your vacation times. You don't feel like you're like"
4020860,4023860," sacrificing in that way and what not"
4023860,4028780," Yeah, I don't know there's there's there's only so much that you can do"
4028780,4033880," as a company and there's only so much that you can do as a company at our size and I think we I"
4033880,4038020," Would argue that we notably exceed expectations in those realms"
4038660,4043400," But I agree the flex time is huge and we actually get to use it. Yeah, it's a big thing"
4043400,4044720," like I"
4044720,4051160," Obviously I'm a channel manager of a couple different things and I got to take a week and a half off and not have to worry about it and actually"
4051160,4053560," take off and"
4053560,4058180," Being taken care of and being able to have people listen here as well if there's ever any problems which they're"
4058180,4062660," In frequent for me at least it's always very listened especially with Linus who?"
4062660,4067280," Is very busy don't kiss us. He'll personally make time which is very nice"
4067280,4069540," So we have a good team here for sure"
4069540,4073540," Yeah, I mean obviously this is sort of me talking about it"
4073540,4079000," There are other things that we do as well. We have summer fun program, which we actually just recently relaunched"
4079000,4084820," I forget what the exact terms of it are but I think as long as you have five LMG employees"
4084820,4091060," We will cover up to a hundred dollars per employee for you to just go out and do something fun together"
4091060,4093900," and we're pretty"
4094140,4100240," We're pretty liberal in terms of what that thing is so if you just want to like go blow a bunch of money at like"
4100240,4102900," Arcade like we're like, I'm sure"
4102900,4108900," Someone's trying to go to the track and bet on horses. I saw an application for that"
4108900,4111380," I think we're probably gonna reject that that's pretty stupid"
4111380,4112900," but"
4112900,4118100," Don't really want to sport gambling. Yeah. Yeah, that's really not that's really not the point of it"
4118100,4119340," Yeah, yeah"
4119340,4125580," To be I just want to make something clear flex time is separate from the provincially and federally mandated vacation time"
4125580,4130040," So it's it's on top of that and it's something that we rolled out during COVID just to make sure that a"
4130040,4136820," people were able to take time off when they needed it during an extremely stressful time and be that"
4136820,4144900," Anyone who was sick wasn't feeling pressure about losing money to show up at work when they when they really shouldn't be there"
4144900,4148820," Yeah, yeah, there's also the"
4149660,4154900," Spontaneous day of fun. Yeah. Yeah, I mean, you know, you can't really count stuff. That's like a one-time thing"
4154900,4160740," Why not they were asked about things that we've done. Yeah, we we try to we try to just pay fairly"
4160740,4168380," I think that's that's something that can't be can't be understated right like it's all fine and good if we have like summer of fun"
4168380,4172980," You know, yeah, we'll we'll cover you like to go do a team building exercise with your colleagues"
4172980,4177460," It's like yeah, clearly there's something in it for us there, but also just like paying people fairly"
4177460,4184020," I think I think matters a lot compared to a lot of media industries in spite of how competitive we are and in spite of the"
4184020,4190740," Like I said the the scrappy the scrappy up-and-comers that are constantly gunning for us, right?"
4190740,4193980," Like we we still try to work a nine to five schedule"
4193980,4196660," That's really important to me nine to five five days a week"
4196660,4200180," There are exceptions the land that we're running right now is obviously an exception"
4200180,4203700," But for the most part we try to help people maintain a work-life balance"
4203700,4207060," There's there's only so much you can do to help people maintain their mental health at work"
4207060,4210300," You just have to like not be at work sometimes and"
4210300,4216180," Yeah, that's what I was trying to get across earlier like there's there's only so much that we can do can't like"
4216180,4222740," Yeah, yeah, that's another thing too is like just listening right like there's a limit to what you can do other than just listen sometimes"
4222740,4230780," From Tyler always been interested in using an external GPU enclosure with a laptop"
4230780,4235860," Is there a silence oriented enclosure I should be looking at is it even a good idea anymore?"
4235860,4240020," Hmm"
4240020,4244860," Silence oriented enclosure. I don't think they're gonna be silent silent because they all have small form factor power supplies"
4244860,4247260," Which are just not very silent"
4247260,4255300," I know gigabyte is still in that market. I think that there are some more Mac oriented brands that are still in that market"
4255300,4258100," I'd say that you know compared to your laptop"
4258100,4262140," They're probably not any less silent as for whether they're a good idea"
4262140,4268780," Are you sure an RTX 2060 Legion laptop would have thunderbolt - it's got to be thunderbolt 3 if it's a type-c port"
